sample_idx,recovery_rate,breakaway_speed_frac,utility_decay,k_s,n_agents
0,0.1389635343104601,0.9408866572193801,0.4037019016221166,0.9644587066024541,135.5020813420415
1,0.09369739913381636,0.9408866572193801,0.4037019016221166,0.9644587066024541,135.5020813420415
2,0.1389635343104601,0.8713388527743519,0.4037019016221166,0.9644587066024541,135.5020813420415
3,0.1389635343104601,0.9408866572193801,0.5710446957498789,0.9644587066024541,135.5020813420415
4,0.1389635343104601,0.9408866572193801,0.4037019016221166,0.7983635241165756,135.5020813420415
5,0.1389635343104601,0.9408866572193801,0.4037019016221166,0.9644587066024541,77.23052416741848
6,0.09369739913381636,0.8713388527743519,0.5710446957498789,0.7983635241165756,77.23052416741848
7,0.06826510662212969,0.8687929385341704,0.9703218375332654,0.7205396642908454,67.6845583319664
8,0.1602981542237103,0.8687929385341704,0.9703218375332654,0.7205396642908454,67.6845583319664
9,0.06826510662212969,0.975175098888576,0.9703218375332654,0.7205396642908454,67.6845583319664
10,0.06826510662212969,0.8687929385341704,0.37056319080293176,0.7205396642908454,67.6845583319664
11,0.06826510662212969,0.8687929385341704,0.9703218375332654,0.8870784601196646,67.6845583319664
12,0.06826510662212969,0.8687929385341704,0.9703218375332654,0.7205396642908454,118.5896251425147
13,0.1602981542237103,0.975175098888576,0.37056319080293176,0.8870784601196646,118.5896251425147
14,0.10576095911674202,0.9654822935815901,0.2967252656817436,0.8706180395558476,24.52893217653036
15,0.18604894676245753,0.9654822935815901,0.2967252656817436,0.8706180395558476,24.52893217653036
16,0.10576095911674202,0.9107017557602376,0.2967252656817436,0.8706180395558476,24.52893217653036
17,0.10576095911674202,0.9654822935815901,0.166410955414176,0.8706180395558476,24.52893217653036
18,0.10576095911674202,0.9654822935815901,0.2967252656817436,0.9576069078408181,24.52893217653036
19,0.10576095911674202,0.9654822935815901,0.2967252656817436,0.8706180395558476,185.47397039830685
20,0.18604894676245753,0.9107017557602376,0.166410955414176,0.9576069078408181,185.47397039830685
21,0.17645881292410198,0.9238848264794797,0.6276885739527642,0.8145004943013191,178.6881093531847
22,0.06794177861884237,0.9238848264794797,0.6276885739527642,0.8145004943013191,178.6881093531847
23,0.17645881292410198,0.9380823486018925,0.6276885739527642,0.8145004943013191,178.6881093531847
24,0.17645881292410198,0.9238848264794797,0.8731391880661249,0.8145004943013191,178.6881093531847
25,0.17645881292410198,0.9238848264794797,0.6276885739527642,0.7276817071251571,178.6881093531847
26,0.17645881292410198,0.9238848264794797,0.6276885739527642,0.8145004943013191,60.21732868999243
27,0.06794177861884237,0.9380823486018925,0.8731391880661249,0.7276817071251571,60.21732868999243
28,0.19884497444145383,0.9872300002258271,0.7951384477317334,0.7905522106215357,166.20439030230045
29,0.10933799440972508,0.9872300002258271,0.7951384477317334,0.7905522106215357,166.20439030230045
30,0.19884497444145383,0.9060342521872371,0.7951384477317334,0.7905522106215357,166.20439030230045
31,0.19884497444145383,0.9872300002258271,0.2851203656755388,0.7905522106215357,166.20439030230045
32,0.19884497444145383,0.9872300002258271,0.7951384477317334,0.9722549695521593,166.20439030230045
33,0.19884497444145383,0.9872300002258271,0.7951384477317334,0.7905522106215357,147.76732847839594
34,0.10933799440972508,0.9060342521872371,0.2851203656755388,0.9722549695521593,147.76732847839594
35,0.11972595383413137,0.8975949553307145,0.4527493699453772,0.9219626162201167,57.981569074094296
36,0.13667178172618152,0.8975949553307145,0.4527493699453772,0.9219626162201167,57.981569074094296
37,0.11972595383413137,0.9521991605404765,0.4527493699453772,0.9219626162201167,57.981569074094296
38,0.11972595383413137,0.8975949553307145,0.9916735305450857,0.9219626162201167,57.981569074094296
39,0.11972595383413137,0.8975949553307145,0.4527493699453772,0.7423305198550224,57.981569074094296
40,0.11972595383413137,0.8975949553307145,0.4527493699453772,0.9219626162201167,106.45939689874649
41,0.13667178172618152,0.9521991605404765,0.9916735305450857,0.7423305198550224,106.45939689874649
42,0.08221236243844032,0.9556122736074031,0.6771883616223932,0.7720272563397884,98.5445591211319
43,0.16712845633737744,0.9556122736074031,0.6771883616223932,0.7720272563397884,98.5445591211319
44,0.08221236243844032,0.866597752738744,0.6771883616223932,0.7720272563397884,98.5445591211319
45,0.08221236243844032,0.9556122736074031,0.6755671783350408,0.7720272563397884,98.5445591211319
46,0.08221236243844032,0.9556122736074031,0.6771883616223932,0.8130115863867103,98.5445591211319
47,0.08221236243844032,0.9556122736074031,0.6771883616223932,0.7720272563397884,42.07708487659693
48,0.16712845633737744,0.866597752738744,0.6755671783350408,0.8130115863867103,42.07708487659693
49,0.16133081363514068,0.8589001665823162,0.12023639949038625,0.9406535098329186,125.67316270619631
50,0.07887663487344981,0.8589001665823162,0.12023639949038625,0.9406535098329186,125.67316270619631
51,0.16133081363514068,0.9892183121293783,0.12023639949038625,0.9406535098329186,125.67316270619631
52,0.16133081363514068,0.8589001665823162,0.47526760762557385,0.9406535098329186,125.67316270619631
53,0.16133081363514068,0.8589001665823162,0.12023639949038625,0.9017272734083235,125.67316270619631
54,0.16133081363514068,0.8589001665823162,0.12023639949038625,0.9406535098329186,167.5284907221794
55,0.07887663487344981,0.9892183121293783,0.47526760762557385,0.9017272734083235,167.5284907221794
56,0.14412075532600285,0.9806483739521354,0.7661900732666254,0.8882845184765756,79.1835952475667
57,0.05762804276309908,0.9806483739521354,0.7661900732666254,0.8882845184765756,79.1835952475667
58,0.14412075532600285,0.893324843654409,0.7661900732666254,0.8882845184765756,79.1835952475667
59,0.14412075532600285,0.9806483739521354,0.24934304514899852,0.8882845184765756,79.1835952475667
60,0.14412075532600285,0.9806483739521354,0.7661900732666254,0.9972424726001918,79.1835952475667
61,0.14412075532600285,0.9806483739521354,0.7661900732666254,0.8882845184765756,48.89723038673401
62,0.05762804276309908,0.893324843654409,0.24934304514899852,0.9972424726001918,48.89723038673401
63,0.07364144790917636,0.909745269967243,0.20044895140454172,0.7943655298091471,149.62980419397354
64,0.19746154621243478,0.909745269967243,0.20044895140454172,0.7943655298091471,149.62980419397354
65,0.07364144790917636,0.9579456282313913,0.20044895140454172,0.7943655298091471,149.62980419397354
66,0.07364144790917636,0.909745269967243,0.8996325307525694,0.7943655298091471,149.62980419397354
67,0.07364144790917636,0.909745269967243,0.20044895140454172,0.7584914117120206,149.62980419397354
68,0.07364144790917636,0.909745269967243,0.20044895140454172,0.7943655298091471,174.1537722721696
69,0.19746154621243478,0.9579456282313913,0.8996325307525694,0.7584914117120206,174.1537722721696
70,0.111155895376578,0.9255564882420003,0.8766444614157081,0.944448518473655,190.15654727071524
71,0.15292272916994992,0.9255564882420003,0.8766444614157081,0.944448518473655,190.15654727071524
72,0.111155895376578,0.8558662369847297,0.8766444614157081,0.944448518473655,190.15654727071524
73,0.111155895376578,0.9255564882420003,0.765845098439604,0.944448518473655,190.15654727071524
74,0.111155895376578,0.9255564882420003,0.8766444614157081,0.8378113878890872,190.15654727071524
75,0.111155895376578,0.9255564882420003,0.8766444614157081,0.944448518473655,109.89322507381439
76,0.15292272916994992,0.8558662369847297,0.765845098439604,0.8378113878890872,109.89322507381439
77,0.18163348785601557,0.8851496358402073,0.5395289317704738,0.7383308480493724,38.6263714581728
78,0.10217118710279466,0.8851496358402073,0.5395289317704738,0.7383308480493724,38.6263714581728
79,0.18163348785601557,0.9975286134518683,0.5395289317704738,0.7383308480493724,38.6263714581728
80,0.18163348785601557,0.8851496358402073,0.5093093142844737,0.7383308480493724,38.6263714581728
81,0.18163348785601557,0.8851496358402073,0.5395289317704738,0.917773705907166,38.6263714581728
82,0.18163348785601557,0.8851496358402073,0.5395289317704738,0.7383308480493724,68.53406433016062
83,0.10217118710279466,0.9975286134518683,0.5093093142844737,0.917773705907166,68.53406433016062
