sample_idx,recovery_rate,breakaway_speed_frac,utility_decay,k_s,n_agents
0,0.05253713405691088,0.8749712960794568,0.5860459119081497,0.9154016773216427,37.66748837381601
1,0.16412426042370498,0.8749712960794568,0.5860459119081497,0.9154016773216427,37.66748837381601
2,0.05253713405691088,0.9413916910532862,0.5860459119081497,0.9154016773216427,37.66748837381601
3,0.05253713405691088,0.8749712960794568,0.5744231768883765,0.9154016773216427,37.66748837381601
4,0.05253713405691088,0.8749712960794568,0.5860459119081497,0.8336281180381775,37.66748837381601
5,0.05253713405691088,0.8749712960794568,0.5860459119081497,0.9154016773216427,153.027870118618
6,0.05253713405691088,0.9413916910532862,0.5744231768883765,0.8336281180381775,153.027870118618
7,0.16412426042370498,0.8749712960794568,0.5744231768883765,0.8336281180381775,153.027870118618
8,0.16412426042370498,0.9413916910532862,0.5860459119081497,0.8336281180381775,153.027870118618
9,0.16412426042370498,0.9413916910532862,0.5744231768883765,0.9154016773216427,153.027870118618
10,0.16412426042370498,0.9413916910532862,0.5744231768883765,0.8336281180381775,37.66748837381601
11,0.16412426042370498,0.9413916910532862,0.5744231768883765,0.8336281180381775,153.027870118618
12,0.18406268339604143,0.9770118935033679,0.4708963537588716,0.7192333966493606,116.3428396359086
13,0.10969123421236873,0.9770118935033679,0.4708963537588716,0.7192333966493606,116.3428396359086
14,0.18406268339604143,0.8944016744382679,0.4708963537588716,0.7192333966493606,116.3428396359086
15,0.18406268339604143,0.9770118935033679,0.39575438639149074,0.7192333966493606,116.3428396359086
16,0.18406268339604143,0.9770118935033679,0.4708963537588716,0.9747945937328041,116.3428396359086
17,0.18406268339604143,0.9770118935033679,0.4708963537588716,0.7192333966493606,57.93551333248615
18,0.18406268339604143,0.8944016744382679,0.39575438639149074,0.9747945937328041,57.93551333248615
19,0.10969123421236873,0.9770118935033679,0.39575438639149074,0.9747945937328041,57.93551333248615
20,0.10969123421236873,0.8944016744382679,0.4708963537588716,0.9747945937328041,57.93551333248615
21,0.10969123421236873,0.8944016744382679,0.39575438639149074,0.7192333966493606,57.93551333248615
22,0.10969123421236873,0.8944016744382679,0.39575438639149074,0.9747945937328041,116.3428396359086
23,0.10969123421236873,0.8944016744382679,0.39575438639149074,0.9747945937328041,57.93551333248615
24,0.14746749587357044,0.9241471882909537,0.8913430020213127,0.9661954282782972,154.10784977674484
25,0.05421850779093802,0.9241471882909537,0.8913430020213127,0.9661954282782972,154.10784977674484
26,0.14746749587357044,0.9925555232912302,0.8913430020213127,0.9661954282782972,154.10784977674484
27,0.14746749587357044,0.9241471882909537,0.122599371150136,0.9661954282782972,154.10784977674484
28,0.14746749587357044,0.9241471882909537,0.8913430020213127,0.9151046972721815,154.10784977674484
